isic_code,isic_description,section_code,section_description,division_code,division_description,group_code,group_description,class_code,class_description,primary_method_1,primary_method_2,supporting_method_1,supporting_method_2,sensitivity_method,valuation_rationale,us_stocks,br_stocks
5913,"Motion picture, video and television programme distribution activities",,,59,"Motion picture, video and television programme production, sound recording and music publishing activities",591,"Motion picture, video and television programme activities",5913,"Motion picture, video and television programme distribution activities",DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","WBD,PARA,LGF.A","G2UA34,NFLX34,DISB34"
5914,Motion picture projection activities,,,59,"Motion picture, video and television programme production, sound recording and music publishing activities",591,"Motion picture, video and television programme activities",5914,Motion picture projection activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","AMC,CNK,IMAX","SHOW3,SMFT3,CVCB3"
5920,Sound recording and music publishing activities,,,59,"Motion picture, video and television programme production, sound recording and music publishing activities",592,Sound recording and music publishing activities,5920,Sound recording and music publishing activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","WMG,SONY,UMG","SHOW3,VIVT3,TIMS3"
6010,Radio broadcasting and audio distribution activities,,,60,"Programming, broadcasting, news agency and other content distribution activities",601,Radio broadcasting and audio distribution activities,6010,Radio broadcasting and audio distribution activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","SIRI,SPOT,WMG","VIVT3,TIMS3,LWSA3"
6020,"Television programming, broadcasting and video distribution activities",,,60,"Programming, broadcasting, news agency and other content distribution activities",602,"Television programming, broadcasting and video distribution activities",6020,"Television programming, broadcasting and video distribution activities",DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","NFLX,DIS,WBD","VIVT3,TIMS3,LWSA3"
6031,News agency activities,,,60,"Programming, broadcasting, news agency and other content distribution activities",603,News agency and other content distribution activities,6031,News agency activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","NWSA,NYT,LEE","VIVT3,TIMS3,LWSA3"
6039,Social network sites and other content distribution activities,,,60,"Programming, broadcasting, news agency and other content distribution activities",603,News agency and other content distribution activities,6039,Social network sites and other content distribution activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","META,PINS,SNAP","LWSA3,MGLU3,MELI34"
6110,"Wired, wireless, and satellite telecommunication activities",,,61,Telecommunications,611,"Wired, wireless, and satellite telecommunication activities",6110,"Wired, wireless, and satellite telecommunication activities",DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","TMUS,VZ,T","VIVT3,TIMS3,TELB4"
6120,Telecommunication reselling activities and intermediation service activities for telecommunication,,,61,Telecommunications,612,Telecommunication reselling activities and intermediation service activities for telecommunication,6120,Telecommunication reselling activities and intermediation service activities for telecommunication,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","IDT,GTT,VZ","VIVT3,TIMS3,TELB4"
6190,Other telecommunication activities,,,61,Telecommunications,619,Other telecommunication activities,6190,Other telecommunication activities,DCF / rDCF,CCA,PTA,DDM,Graham Number,"General business activities, standard valuation methods applied.","TMUS,VZ,T","VIVT3,TIMS3,TELB4"
6211,"Development of video games, video game software, and video game software tools",,,62,"Computer programming, consultancy and related activities",621,Computer programming activities,6211,"Development of video games, video game software, and video game software tools",CCA,DCF / rDCF,Rule of 40,PTA,Real Options,"Technology companies are often valued by market multiples (CCA) and future cash flows (DCF). Rule of 40 and PTA provide growth and profitability insights, with Real Options for innovation potential.","MSFT,EA,TTWO","TOTS3,LWSA3,BMOB3"
6219,Other computer programming activities,,,62,"Computer programming, consultancy and related activities",621,Computer programming activities,6219,Other computer programming activities,CCA,DCF / rDCF,Rule of 40,PTA,Real Options,"Technology companies are often valued by market multiples (CCA) and future cash flows (DCF). Rule of 40 and PTA provide growth and profitability insights, with Real Options for innovation potential.","ADBE,CRM,ORCL","LWSA3,TOTS3,POSI3"
6220,Computer consultancy and computer facilities management activities,,,62,"Computer programming, consultancy and related activities",622,Computer consultancy and computer facilities management activities,6220,Computer consultancy and computer facilities management activities,CCA,DCF / rDCF,Rule of 40,PTA,Real Options,"Technology companies are often valued by market multiples (CCA) and future cash flows (DCF). Rule of 40 and PTA provide growth and profitability insights, with Real Options for innovation potential.","ACN,CTSH,EPAM","LWSA3,TOTS3,INTB3"
6290,Other information technology and computer service activities,,,62,"Computer programming, consultancy and related activities",629,Other information technology and computer service activities,6290,Other information technology and computer service activities,CCA,DCF / rDCF,Rule of 40,PTA,Real Options,"Technology companies are often valued by market multiples (CCA) and future cash flows (DCF). Rule of 40 and PTA provide growth and profitability insights, with Real Options for innovation potential.","EPAM,GLOB,CACI","TOTS3,LWSA3,CIEL3"
6310,"Computing infrastructure, data processing, hosting and related activities",,,63,"Computing infrastructure, data processing, hosting, and other information service activities",631,"Computing infrastructure, data processing, hosting and related activities",6310,"Computing infrastructure, data processing, hosting and related activities",CCA,DCF / rDCF,Rule of 40,PTA,Real Options,"Technology companies are often valued by market multiples (CCA) and future cash flows (DCF). Rule of 40 and PTA provide growth and profitability insights, with Real Options for innovation potential.","EQIX,DLR,IRM","LWSA3,TOTS3,CASH3"
6390,Web search portals activities and other information service activities,,,63,"Computing infrastructure, data processing, hosting, and other information service activities",639,Web search portals activities and other information service activities,6390,Web search portals activities and other information service activities,CCA,DCF / rDCF,Rule of 40,PTA,Real Options,"Technology companies are often valued by market multiples (CCA) and future cash flows (DCF). Rule of 40 and PTA provide growth and profitability insights, with Real Options for innovation potential.","GOOGL,META,YELP","LWSA3,BMOB3,CASH3"
6411,Central banking,,,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,6411,Central banking,RIM,CCA,DDM,PTA,DCF / rDCF,"Financial institutions often valued using income-based methods like RIM and DDM, complemented by market multiples (CCA) and sensitivity to DCF.","JPM,BAC,C","BBAS3,ITUB4,BBDC4"
6419,Other monetary intermediation,,,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,6419,Other monetary intermediation,RIM,CCA,DDM,PTA,DCF / rDCF,"Financial institutions often valued using income-based methods like RIM and DDM, complemented by market multiples (CCA) and sensitivity to DCF.","ALLY,DFS,COF","ITUB4,BBAS3,BBDC4"
6421,Activities of holding companies,,,64,"Financial service activities, except insurance and pension funding",642,Activities of holding companies and financing conduits,6421,Activities of holding companies,RIM,CCA,DDM,PTA,DCF / rDCF,"Financial institutions often valued using income-based methods like RIM and DDM, complemented by market multiples (CCA) and sensitivity to DCF.","BX,KKR,BRK.B","ITSA4,BRAP4,CXSE3"
6422,Activities of financing conduits,,,64,"Financial service activities, except insurance and pension funding",642,Activities of holding companies and financing conduits,6422,Activities of financing conduits,RIM,CCA,DDM,PTA,DCF / rDCF,"Financial institutions often valued using income-based methods like RIM and DDM, complemented by market multiples (CCA) and sensitivity to DCF.","BX,KKR,STT","ITUB4,BBDC4,SANB11"
6431,Activities of money market funds,,,64,"Financial service activities, except insurance and pension funding",643,"Activities of trusts, funds and similar financial entities",6431,Activities of money market funds,RIM,CCA,DDM,PTA,DCF / rDCF,"Financial institutions often valued using income-based methods like RIM and DDM, complemented by market multiples (CCA) and sensitivity to DCF.","BLK,STT,IVZ","BBAS3,ITUB4,BBDC4"
6432,Activities of non-money market investments funds,,,64,"Financial service activities, except insurance and pension funding",643,"Activities of trusts, funds and similar financial entities",6432,Activities of non-money market investments funds,RIM,CCA,DDM,PTA,DCF / rDCF,"Financial institutions often valued using income-based methods like RIM and DDM, complemented by market multiples (CCA) and sensitivity to DCF.","BEN,APAM,VCTR","XPBR31,BPAC11,BRBI11"
6433,"Activities of trust, estate and agency accounts",,,64,"Financial service activities, except insurance and pension funding",643,"Activities of trusts, funds and similar financial entities",6433,"Activities of trust, estate and agency accounts",RIM,CCA,DDM,PTA,DCF / rDCF,"Financial institutions often valued using income-based methods like RIM and DDM, complemented by market multiples (CCA) and sensitivity to DCF.","BK,STT,NTRS","ITUB4,BBDC4,BBAS3"
6491,Financial leasing activities,,,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding activities",6491,Financial leasing activities,RIM,CCA,DDM,PTA,DCF / rDCF,"Financial institutions often valued using income-based methods like RIM and DDM, complemented by market multiples (CCA) and sensitivity to DCF.","ALLY,DFS,COF","ITUB4,BBDC4,BBAS3"
6492,International trade financing activities,,,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding activities",6492,International trade financing activities,RIM,CCA,DDM,PTA,DCF / rDCF,"Financial institutions often valued using income-based methods like RIM and DDM, complemented by market multiples (CCA) and sensitivity to DCF.","JPM,BAC,C","BBAS3,SANB3,ITUB4"
6493,Factoring activities,,,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding activities",6493,Factoring activities,RIM,CCA,DDM,PTA,DCF / rDCF,"Financial institutions often valued using income-based methods like RIM and DDM, complemented by market multiples (CCA) and sensitivity to DCF.","PFSI,PRU,WFC","ITUB4,BBDC4,SANB11"
6494,Securitisation activities,,,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding activities",6494,Securitisation activities,RIM,CCA,DDM,PTA,DCF / rDCF,"Financial institutions often valued using income-based methods like RIM and DDM, complemented by market multiples (CCA) and sensitivity to DCF.","BK,SLM,OCSL","ITUB4,BBDC4,SANB11"
6495,Other credit granting activities,,,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding activities",6495,Other credit granting activities,RIM,CCA,DDM,PTA,DCF / rDCF,"Financial institutions often valued using income-based methods like RIM and DDM, complemented by market multiples (CCA) and sensitivity to DCF.","AFL,SLM,OMF","BPAN4,CXSE3,BBDC4"
6499,"Other financial service activities n.e.c., except insurance and pension funding activities",,,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding activities",6499,"Other financial service activities n.e.c., except insurance and pension funding activities",RIM,CCA,DDM,PTA,DCF / rDCF,"Financial institutions often valued using income-based methods like RIM and DDM, complemented by market multiples (CCA) and sensitivity to DCF.","GS,MS,JPM","BPAC11,BRBI11,BMGB4"
